"","NCT.Number","Recruitment","Conditions","Interventions","Sponsor.Collaborators","Phases","Enrollment","Funded.Bys","Study.Type","Start.Date","Completion.Date","country","start_year","Completion_year","start_month","Completion_month","duration","ROR"
"960","NCT03233334","Recruiting","Breast Cancer","Behavioral: Purpose Project","Allina Health System","NA","15","Other","Interventional","August 1, 2017","August 1, 2018","United States of America","2017","2018","8","8","12","1.25"
"961","NCT00911911","Completed","Breast Cancer","Procedure: Blood sampling|Procedure: BIOPSY|Procedure: SURGERY","Centre Oscar Lambret","NA","66","Other","Interventional","January 2007","July 2009","France","2007","2009","1","7","30","2.2"
"962","NCT00314977","Completed","Breast Cancer","Drug: Doxorubicin|Drug: Cyclophosphamide|Drug: Docetaxel","Radboud University","Phase 3","200","Other|Industry","Interventional","February 2006","null","Netherlands","2006","NA","2","NA","NA","NA"
"963","NCT02969291","Recruiting","Breast Cancer","Behavioral: Reduced Sedentary Time Intervention (RSTI)","Baystate Medical Center","NA","25","Other","Interventional","October 2016","October 2018","United States of America","2016","2018","10","10","24","1.04166666666667"
"964","NCT00900133","Completed","Breast Cancer","Other: immunoenzyme technique|Other: laboratory biomarker analysis","Case Comprehensive Cancer Center","NA","60","Other|NIH","Observational","January 2005","December 2006","United States of America","2005","2006","1","12","23","2.60869565217391"
"965","NCT00301925","Active, not recruiting","Breast Cancer","Biological: pegfilgrastim|Drug: capecitabine|Drug: cyclophosphamide|Drug: epirubicin hydrochloride|Drug: fluorouracil|Drug: methotrexate|Procedure: adjuvant therapy","Institute of Cancer Research, United Kingdom","Phase 3","4400","Other","Interventional","December 2005","null","United Kingdom","2005","NA","12","NA","NA","NA"
"966","NCT00274456","Completed","Breast Cancer","Drug: ABI-007|Drug: Docetaxel","Celgene Corporation","Phase 2","302","Industry","Interventional","November 2005","July 2011","Ukraine","2005","2011","11","7","68","4.44117647058824"
"967","NCT00004092","Completed","Breast Cancer","Biological: filgrastim|Drug: carboplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation","City of Hope Medical Center","Phase 2","72","Other|NIH","Interventional","May 1999","December 2013","United States of America","1999","2013","5","12","175","0.411428571428571"
"968","NCT01055678","Withdrawn","Breast Cancer","Drug: EF5|Procedure: Partial or Total Mastectomy","Mark Dewhirst","Early Phase 1","0","Other|NIH","Interventional","January 2010","December 2011","United States of America","2010","2011","1","12","23","0"
"969","NCT00054275","Completed","Breast Cancer","Drug: docetaxel|Drug: erlotinib hydrochloride","Paula Silverman, MD","Phase 2","39","Other|NIH","Interventional","December 2002","November 2012","United States of America","2002","2012","12","11","119","0.327731092436975"
"970","NCT03139851","Recruiting","Breast Cancer","Drug: Cyclophosphamide 50mg|Drug: Pembrolizumab 100 MG in 4 ML Injection","Centre Leon Berard","Phase 2","36","Other|Industry","Interventional","June 27, 2017","February 2020","France","2017","2020","6","2","32","1.125"
"971","NCT03319069","Recruiting","Breast Cancer","Radiation: Hypofractionated radiotherapy|Radiation: Conventional fractionated radiotherapy","Ahmed Ahm","Phase 3","60","Other","Interventional","October 1, 2017","September 1, 2019","Egypt","2017","2019","10","9","23","2.60869565217391"
"972","NCT02142868","No longer available","Breast Cancer","Drug: Palbociclib|Drug: Letrozole","Pfizer","NA","NA","Industry","Expanded Access","null","null","Canada","NA","NA","NA","NA","NA","NA"
"973","NCT01099436","Completed","Breast Cancer","Drug: cyclophosphamide|Drug: docetaxel|Drug: doxorubicin hydrochloride|Drug: zoledronic acid|Procedure: neoadjuvant therapy","Borstkanker Onderzoek Groep","Phase 3","250","Other|Industry","Interventional","April 2010","September 2013","Netherlands","2010","2013","4","9","41","6.09756097560976"
"974","NCT03036943","Recruiting","Breast Cancer","Radiation: Fluciclovine","University of Oxford","NA","45","Other|Industry","Interventional","February 15, 2017","August 2018","United Kingdom","2017","2018","2","8","18","2.5"
"975","NCT00090974","Unknown status","Breast Cancer","Procedure: quality-of-life assessment","Eastern Cooperative Oncology Group","NA","NA","Other|NIH","Observational","December 2004","null","United States of America","2004","NA","12","NA","NA","NA"
"976","NCT01072318","Unknown status","Breast Cancer","Drug: Letrozole","Korean Breast Cancer Study Group","Phase 4","495","Other","Interventional","January 2010","January 2014","South Korea","2010","2014","1","1","48","10.3125"
"977","NCT01375023","Terminated","Breast Cancer","Radiation: Radiotherapy|Biological: Anti-Thymocyte Globulin","European Institute of Oncology","Phase 2","3","Other","Interventional","June 2009","December 2013","Italy","2009","2013","6","12","54","0.0555555555555556"
"978","NCT02684032","Recruiting","Breast Cancer","Drug: Gedatolisib|Drug: Palbociclib|Drug: Letrozole|Drug: Fulvestrant","Pfizer","Phase 1","120","Industry","Interventional","June 14, 2016","November 24, 2019","United States of America","2016","2019","6","11","41","2.92682926829268"
"979","NCT00499083","Completed","Breast Cancer","Biological: therapeutic autologous dendritic cells|Drug: aromatase inhibition therapy|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: tamoxifen citrate|Genetic: gene expression analysis|Genetic: protein expression analysis|Genetic: reverse transcriptase-polymerase chain reaction|Other: immunoenzyme technique|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis|Procedure: adjuvant therapy|Procedure: biopsy|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Radiation: radiation therapy","University of Nebraska","Phase 2","17","Other|NIH","Interventional","May 2006","January 2010","United States of America","2006","2010","5","1","44","0.386363636363636"
"980","NCT00347438","Terminated","Breast Cancer","Drug: Capecitabine","University of Chicago","Phase 2","18","Other|Industry","Interventional","September 2006","March 2013","Nigeria","2006","2013","9","3","78","0.230769230769231"
"981","NCT00816582","Recruiting","Breast Cancer","Procedure: Diagnostic Imaging: 18F-FDG PET/CT Scan - Baseline|Procedure: Diagnostic Imaging: 18F-FES PET/CT - Baseline|Procedure: Diagnostic Imaging: 18F-FES PET/CT - 3 month follow-up","British Columbia Cancer Agency","Phase 2","100","Other","Interventional","November 2010","December 2018","Canada","2010","2018","11","12","97","1.03092783505155"
"982","NCT01671319","Completed","Breast Cancer","Drug: docetaxel + cyclophosphamide + pegfilgrastim","University of Wisconsin, Madison","Phase 2","42","Other|Industry","Interventional","June 2011","April 2013","United States of America","2011","2013","6","4","22","1.90909090909091"
"983","NCT00212121","Active, not recruiting","Breast Cancer","Radiation: high dose boost|Procedure: boost","The Netherlands Cancer Institute","Phase 3","2400","Other","Interventional","July 2004","December 2018","Netherlands","2004","2018","7","12","173","13.8728323699422"
"984","NCT01612871","Unknown status","Breast Cancer","Drug: Tamoxifen, Letrozole , Anastrozole, Exemestane","Institut Claudius Regaud","Phase 4","39","Other","Interventional","June 2012","September 2016","France","2012","2016","6","9","51","0.764705882352941"
"985","NCT01479036","Unknown status","Breast Cancer","Drug: docetaxel and epirubicin|Drug: docetaxel and epirubicin plus endostatin","Xijing Hospital","Phase 3","800","Other","Interventional","October 2011","February 2015","China","2011","2015","10","2","40","20"
"986","NCT00428922","Active, not recruiting","Breast Cancer","Drug: Trastuzumab|Drug: Bevacizumab|Drug: Docetaxel","Bhuvaneswari Ramaswamy","Phase 2","26","Other|Industry","Interventional","June 14, 2007","December 31, 2017","United States of America","2007","2017","6","12","126","0.206349206349206"
"987","NCT02350582","Completed","Breast Cancer","Device: Telerehabilitation eCUIDATE system","Universidad de Granada","NA","60","Other","Interventional","April 2012","August 2016","Spain","2012","2016","4","8","52","1.15384615384615"
"988","NCT03176888","Not yet recruiting","Breast Cancer","Behavioral: Reduced-exertion, high-intensity interval training (REHIT)|Behavioral: Cognitive behavioral therapy (CBT)","University of Stirling","NA","30","Other","Interventional","November 2017","November 2018","United Kingdom","2017","2018","11","11","12","2.5"
"989","NCT01784120","Recruiting","Breast Cancer","Drug: Doxorubicin/Genexol-PM","Gachon University Gil Medical Center","Phase 2","48","Other","Interventional","January 2011","December 2018","South Korea","2011","2018","1","12","95","0.505263157894737"
"990","NCT00002582","Completed","Breast Cancer","Drug: CMF regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: fluorouracil|Drug: goserelin acetate|Drug: leuprolide acetate|Drug: methotrexate|Drug: tamoxifen citrate|Procedure: oophorectomy|Radiation: radiation therapy","Institute of Cancer Research, United Kingdom","Phase 3","6000","Other","Interventional","June 1993","April 2007","United Kingdom","1993","2007","6","4","166","36.144578313253"
"991","NCT01431196","Completed","Breast Cancer","Biological: Autologous dendritic cell vaccination","Clinica Universidad de Navarra, Universidad de Navarra","Phase 2","29","Other|NIH","Interventional","February 2011","December 2013","Spain","2011","2013","2","12","34","0.852941176470588"
"992","NCT01791985","Active, not recruiting","Breast Cancer","Drug: AZD4547 / anastrozole or letrozole","Imperial College London","Phase 1|Phase 2","56","Other|Industry","Interventional","July 2012","June 2017","United Kingdom","2012","2017","7","6","59","0.949152542372881"
"993","NCT02732119","Recruiting","Breast Cancer","Drug: Ribociclib|Drug: Everolimus|Drug: Exemestane","Novartis Pharmaceuticals","Phase 1|Phase 2","51","Industry","Interventional","June 14, 2016","May 25, 2018","United States of America","2016","2018","6","5","23","2.21739130434783"
"994","NCT00043017","Completed","Breast Cancer","Procedure: MRI/MRS|Radiation: gadopentetate dimeglumine","American College of Radiology Imaging Network","Phase 2","356","Other|NIH","Interventional","May 2002","March 2011","United States of America","2002","2011","5","3","106","3.35849056603774"
"995","NCT00020176","Completed","Breast Cancer","Biological: filgrastim|Biological: therapeutic allogeneic lymphocytes|Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Procedure: peripheral blood stem cell transplantation","National Cancer Institute (NCI)","Phase 2","NA","NIH","Interventional","June 2000","August 2007","United States of America","2000","2007","6","8","86","NA"
"996","NCT01210768","Recruiting","Breast Cancer","Drug: Epirubicin+Cyclophosphamide|Drug: liposomal-doxorubicin+Cyclophosphamide","TTY Biopharm","Phase 2","254","Industry","Interventional","June 2010","August 2018","Taiwan","2010","2018","6","8","98","2.59183673469388"
"997","NCT00820872","Active, not recruiting","Breast Cancer","Biological: trastuzumab|Drug: carboplatin|Drug: docetaxel|Drug: lapatinib ditosylate","Alliance for Clinical Trials in Oncology","Phase 2","30","Other|NIH","Interventional","February 2009","null","United States of America","2009","NA","2","NA","NA","NA"
"998","NCT02018458","Recruiting","Breast Cancer","Biological: LA TNBC: DC vaccine+Preop chemo|Biological: ER+/HER2-BC:DC vaccine+Preop chemo","Baylor Research Institute","Phase 1|Phase 2","20","Other","Interventional","May 2014","March 2018","United States of America","2014","2018","5","3","46","0.434782608695652"
"999","NCT00380835","Withdrawn","Breast Cancer","Drug: Amrubicin","Celgene Corporation","Phase 2","66","Industry","Interventional","null","December 2007","United States of America","NA","2007","NA","12","NA","NA"
"1000","NCT02321527","Completed","Breast Cancer","Drug: Perflutren Protein-Type A Microspheres Injectable Suspension|Device: Contrast-Enhanced Ultrasound (CEUS)|Procedure: Biopsy + Radioactive Seed Placement|Behavioral: Phone Call","M.D. Anderson Cancer Center","NA","21","Other|Industry","Interventional","July 2015","May 2016","United States of America","2015","2016","7","5","10","2.1"
"1001","NCT00130507","Terminated","Breast Cancer","Drug: Control Group|Drug: Experimental","Spanish Breast Cancer Research Group","Phase 2","14","Other|Industry","Interventional","November 2005","June 2009","Spain","2005","2009","11","6","43","0.325581395348837"
"1002","NCT00003854","Completed","Breast Cancer","Other: immunohistochemistry staining method|Procedure: lymphangiography|Procedure: sentinel lymph node biopsy|Procedure: therapeutic conventional surgery|Radiation: whole breast irradiation","Alliance for Clinical Trials in Oncology","Phase 3","4590","Other|NIH","Interventional","April 1999","July 2011","Ireland","1999","2011","4","7","147","31.2244897959184"
"1003","NCT01038804","Completed","Breast Cancer","Drug: YM155|Drug: Docetaxel","Astellas Pharma Inc","Phase 2","101","Industry","Interventional","December 2009","June 2013","United Kingdom","2009","2013","12","6","42","2.4047619047619"
"1004","NCT01138345","Completed","Breast Cancer","Genetic: gene expression analysis|Genetic: reverse transcriptase-polymerase chain reaction|Other: laboratory biomarker analysis|Other: medical chart review|Other: questionnaire administration","UNC Lineberger Comprehensive Cancer Center","Phase 1","246","Other|NIH","Observational","January 2010","February 2014","United States of America","2010","2014","1","2","49","5.02040816326531"
